"No.","Pos. [°2θ]","Iobs [cps]"
"84","8.2567","251.2447"
"85","8.2957","278.9076"
"86","8.3347","314.4229"
"87","8.3737","369.3006"
"88","8.4127","436.0728"
"89","8.4517","515.5023"
"90","8.4907","576.3225"
"91","8.5297","569.7476"
"92","8.5687","473.1642"
"93","8.6077","343.6006"
"94","8.6467","260.2043"
"95","8.6857","215.7765"
"96","8.7247","195.4571"
"97","8.7637","185.5747"
"98","8.8027","178.2593"
"99","8.8417","174.4510"
"100","8.8807","167.5977"
"101","8.9197","165.6984"
"102","8.9587","162.6169"
"103","8.9977","163.6557"
"104","9.0367","162.3900"
"105","9.0757","161.8992"
"106","9.1147","160.6912"
"107","9.1537","160.4817"
"108","9.1927","159.4023"
"109","9.2317","162.3947"
"110","9.2707","160.0963"
"111","9.3097","161.0402"
"112","9.3487","159.2559"
"113","9.3877","164.2045"
"114","9.4267","166.4739"
"115","9.4657","171.0065"
"116","9.5047","176.9143"
"117","9.5437","183.0979"
"118","9.5827","189.8591"
"119","9.6217","200.9184"
"120","9.6607","217.1950"
"121","9.6997","238.3863"
"122","9.7387","263.3895"
"123","9.7777","299.5892"
"124","9.8167","328.1048"
"125","9.8557","330.0306"
"126","9.8947","283.1477"
"127","9.9337","225.5850"
"128","9.9727","187.8086"
"129","10.0117","169.1324"
"130","10.0507","157.7065"
"131","10.0897","150.4500"
"132","10.1287","144.7796"
"133","10.1677","142.3614"
"134","10.2067","142.2954"
"135","10.2457","142.2684"
"136","10.2847","139.8908"
"137","10.3237","138.8828"
"138","10.3627","136.2786"
"139","10.4017","135.3932"
"140","10.4407","135.0267"
"141","10.4797","134.3755"
"142","10.5187","133.1615"
"143","10.5577","133.0298"
"144","10.5967","133.6782"
"145","10.6357","134.1721"
"146","10.6747","132.1996"
"147","10.7137","130.6644"
"148","10.7527","130.8452"
"149","10.7917","128.9894"
"150","10.8307","127.5966"
"151","10.8697","126.6139"
"152","10.9087","125.9068"
"153","10.9477","126.5147"
"154","10.9867","127.4528"
"155","11.0257","125.7549"
"156","11.0647","123.9431"
"157","11.1037","124.7810"
"158","11.1427","124.6518"
"159","11.1817","123.4192"
"160","11.2207","122.6660"
"161","11.2597","124.6299"
"162","11.2987","123.6365"
"163","11.3377","122.2805"
"164","11.3767","122.6847"
"165","11.4157","122.5516"
"166","11.4547","122.1882"
"167","11.4937","122.7353"
"168","11.5327","125.2140"
"169","11.5717","124.6473"
"170","11.6107","121.6307"
"171","11.6497","119.1551"
"172","11.6887","118.1454"
"173","11.7277","119.2334"
"174","11.7667","119.3678"
"175","11.8057","118.1599"
"176","11.8447","116.4123"
"177","11.8837","118.9046"
"178","11.9227","122.6715"
"179","11.9617","116.5576"
"180","12.0007","116.2169"
"181","12.0397","116.0358"
"182","12.0787","116.7777"
"183","12.1177","117.1463"
"184","12.1567","116.5380"
"185","12.1957","114.8943"
"186","12.2347","116.4342"
"187","12.2737","117.9605"
"188","12.3127","114.0229"
"189","12.3517","111.9399"
"190","12.3907","114.9469"
"191","12.4297","115.5171"
"192","12.4687","115.4851"
"193","12.5077","115.0199"
"194","12.5467","117.4033"
"195","12.5857","114.6037"
"196","12.6247","115.0162"
"197","12.6637","112.3425"
"198","12.7027","111.5426"
"199","12.7417","114.5889"
"200","12.7807","116.4850"
"201","12.8197","110.9476"
"202","12.8587","112.4266"
"203","12.8977","113.8851"
"204","12.9367","109.8211"
"205","12.9757","112.1112"
"206","13.0147","111.7284"
"207","13.0537","113.3394"
"208","13.0927","111.0390"
"209","13.1317","112.4187"
"210","13.1707","112.7335"
"211","13.2097","112.4461"
"212","13.2487","108.2620"
"213","13.2877","109.8231"
"214","13.3267","110.9359"
"215","13.3657","110.7942"
"216","13.4047","113.0782"
"217","13.4437","114.3594"
"218","13.4827","111.7728"
"219","13.5217","109.3669"
"220","13.5607","108.9775"
"221","13.5997","111.9748"
"222","13.6387","108.5432"
"223","13.6777","110.4579"
"224","13.7167","111.0798"
"225","13.7557","112.1457"
"226","13.7947","113.2242"
"227","13.8337","114.8704"
"228","13.8727","117.2157"
"229","13.9117","117.5178"
"230","13.9507","120.2824"
"231","13.9897","119.0971"
"232","14.0287","118.7067"
"233","14.0677","113.8580"
"234","14.1067","111.1859"
"235","14.1457","109.5728"
"236","14.1847","108.5928"
"237","14.2237","107.5602"
"238","14.2627","108.7749"
"239","14.3017","107.8644"
"240","14.3407","106.2499"
"241","14.3797","105.9930"
"242","14.4187","107.5514"
"243","14.4577","106.8774"
"244","14.4967","109.1877"
"245","14.5357","106.9906"
"246","14.5747","104.4533"
"247","14.6137","104.0547"
"248","14.6527","103.6212"
"249","14.6917","103.9671"
"250","14.7307","106.8487"
"251","14.7697","105.7792"
"252","14.8087","104.5097"
"253","14.8477","104.8981"
"254","14.8867","104.7116"
"255","14.9257","107.1882"
"256","14.9647","106.0861"
"257","15.0037","105.8520"
"258","15.0427","106.9749"
"259","15.0817","102.9689"
"260","15.1207","102.3449"
"261","15.1597","106.0160"
"262","15.1987","106.3372"
"263","15.2377","104.4210"
"264","15.2767","104.7393"
"265","15.3157","106.4281"
"266","15.3547","105.0580"
"267","15.3937","104.6320"
"268","15.4327","105.7498"
"269","15.4717","104.6199"
"270","15.5107","104.7055"
"271","15.5497","103.3943"
"272","15.5887","102.4429"
"273","15.6277","100.4813"
"274","15.6667","104.3433"
"275","15.7057","104.4098"
"276","15.7447","103.7212"
"277","15.7837","103.1302"
"278","15.8227","102.6582"
"279","15.8617","102.9101"
"280","15.9007","99.9588"
"281","15.9397","100.0047"
"282","15.9787","101.2666"
"283","16.0177","99.9354"
"284","16.0567","101.5410"
"285","16.0957","101.8801"
"286","16.1347","102.8591"
"287","16.1737","101.8560"
"288","16.2127","102.5213"
"289","16.2517","101.1645"
"290","16.2907","99.6797"
"291","16.3297","102.2138"
"292","16.3687","100.2086"
"293","16.4077","102.7235"
"294","16.4467","100.9574"
"295","16.4857","99.9918"
"296","16.5247","99.1867"
"297","16.5637","100.4759"
"298","16.6027","102.6048"
"299","16.6417","99.6290"
"300","16.6807","98.9978"
"301","16.7197","99.1395"
"302","16.7587","100.0409"
"303","16.7977","100.7478"
"304","16.8367","98.0361"
"305","16.8757","96.4674"
"306","16.9147","97.2497"
"307","16.9537","100.2911"
"308","16.9927","98.3661"
"309","17.0317","99.0117"
"310","17.0707","98.8621"
"311","17.1097","101.1685"
"312","17.1487","99.1018"
"313","17.1877","101.1602"
"314","17.2267","99.2851"
"315","17.2657","100.4482"
"316","17.3047","96.1692"
"317","17.3437","96.7843"
"318","17.3827","97.9209"
"319","17.4217","98.5715"
"320","17.4607","97.3799"
"321","17.4997","97.9649"
"322","17.5387","99.1575"
"323","17.5777","95.7799"
"324","17.6167","98.7336"
"325","17.6557","100.1109"
"326","17.6947","98.3841"
"327","17.7337","96.1057"
"328","17.7727","96.2754"
"329","17.8117","97.0142"
"330","17.8507","95.9675"
"331","17.8897","97.9828"
"332","17.9287","98.3761"
"333","17.9677","98.6323"
"334","18.0067","98.2501"
"335","18.0457","98.1827"
"336","18.0847","97.7625"
"337","18.1237","97.7416"
"338","18.1627","97.7027"
"339","18.2017","97.1415"
"340","18.2407","96.5736"
"341","18.2797","95.8541"
"342","18.3187","97.6520"
"343","18.3577","98.5828"
"344","18.3967","96.8069"
"345","18.4357","97.3967"
"346","18.4747","98.0944"
"347","18.5137","96.5932"
"348","18.5527","96.7462"
"349","18.5917","96.6747"
"350","18.6307","96.8367"
"351","18.6697","97.4601"
"352","18.7087","96.4865"
"353","18.7477","96.1785"
"354","18.7867","95.8748"
"355","18.8257","95.9026"
"356","18.8647","96.9104"
"357","18.9037","96.2613"
"358","18.9427","95.9177"
"359","18.9817","96.5189"
"360","19.0207","95.1501"
"361","19.0597","94.1584"
"362","19.0987","96.2246"
"363","19.1377","97.6027"
"364","19.1767","96.4355"
"365","19.2157","95.8269"
"366","19.2547","96.1152"
"367","19.2937","97.0794"
"368","19.3327","98.7333"
"369","19.3717","98.7487"
"370","19.4107","98.5335"
"371","19.4497","97.8263"
"372","19.4887","96.2978"
"373","19.5277","98.6152"
"374","19.5667","100.7559"
"375","19.6057","100.9763"
"376","19.6447","100.8968"
"377","19.6837","105.5400"
"378","19.7227","106.5089"
"379","19.7617","111.7834"
"380","19.8007","114.8355"
"381","19.8397","115.5751"
"382","19.8787","110.9614"
"383","19.9177","106.4906"
"384","19.9567","100.4500"
"385","19.9957","101.0681"
"386","20.0347","100.2781"
"387","20.0737","99.1738"
"388","20.1127","97.3777"
"389","20.1517","96.8682"
"390","20.1907","98.4500"
"391","20.2297","99.4748"
"392","20.2687","96.8972"
"393","20.3077","95.2005"
"394","20.3467","96.0275"
"395","20.3857","94.4037"
"396","20.4247","96.7060"
"397","20.4637","97.4309"
"398","20.5027","98.4852"
"399","20.5417","99.2197"
"400","20.5807","98.1299"
"401","20.6197","100.6708"
"402","20.6587","98.6272"
"403","20.6977","98.9412"
"404","20.7367","97.9802"
"405","20.7757","100.4043"
"406","20.8147","100.3032"
"407","20.8537","95.4224"
"408","20.8927","95.8582"
"409","20.9317","99.3963"
"410","20.9707","98.8712"
"411","21.0097","99.5044"
"412","21.0487","100.5678"
"413","21.0877","99.0829"
"414","21.1267","96.9848"
"415","21.1657","98.7358"
"416","21.2047","99.4123"
"417","21.2437","101.4981"
"418","21.2827","99.5938"
"419","21.3217","105.2567"
"420","21.3607","106.5246"
"421","21.3997","104.1483"
"422","21.4387","108.3225"
"423","21.4777","115.8703"
"424","21.5167","123.9076"
"425","21.5557","134.5601"
"426","21.5947","147.5486"
"427","21.6337","156.6687"
"428","21.6727","150.9435"
"429","21.7117","133.1470"
"430","21.7507","119.9555"
"431","21.7897","111.0772"
"432","21.8287","106.7685"
"433","21.8677","105.0474"
"434","21.9067","101.4523"
"435","21.9457","102.1518"
"436","21.9847","102.9328"
"437","22.0237","103.2093"
"438","22.0627","103.3717"
"439","22.1017","103.7246"
"440","22.1407","105.7556"
"441","22.1797","105.8008"
"442","22.2187","106.5992"
"443","22.2577","105.6459"
"444","22.2967","101.8373"
"445","22.3357","101.1581"
"446","22.3747","99.0359"
"447","22.4137","100.6147"
"448","22.4527","102.8200"
"449","22.4917","102.9883"
"450","22.5307","101.7173"
"451","22.5697","100.4674"
"452","22.6087","102.1264"
"453","22.6477","103.1649"
"454","22.6867","104.5931"
"455","22.7257","105.6602"
"456","22.7647","104.5174"
"457","22.8037","104.0928"
"458","22.8427","104.0182"
"459","22.8817","103.7224"
"460","22.9207","102.1041"
"461","22.9597","99.5398"
"462","22.9987","98.5292"
"463","23.0377","99.2738"
"464","23.0767","99.6271"
"465","23.1157","98.4028"
"466","23.1547","97.5433"
"467","23.1937","96.4228"
"468","23.2327","97.4734"
"469","23.2717","97.1670"
"470","23.3107","97.7090"
"471","23.3497","98.5943"
"472","23.3887","96.3599"
"473","23.4277","97.3787"
"474","23.4667","97.5883"
"475","23.5057","96.8846"
"476","23.5447","99.6587"
"477","23.5837","100.3146"
"478","23.6227","100.2162"
"479","23.6617","99.1015"
"480","23.7007","97.6676"
"481","23.7397","98.9765"
"482","23.7787","99.4629"
"483","23.8177","96.9739"
"484","23.8567","98.9471"
"485","23.8957","100.0788"
"486","23.9347","98.2080"
"487","23.9737","99.3321"
"488","24.0127","100.8162"
"489","24.0517","102.9108"
"490","24.0907","101.3257"
"491","24.1297","103.3476"
"492","24.1687","105.0001"
"493","24.2077","108.8331"
"494","24.2467","112.7002"
"495","24.2857","121.9284"
"496","24.3247","128.2248"
"497","24.3637","136.8404"
"498","24.4027","127.5925"
"499","24.4417","120.4893"
"500","24.4807","113.1288"
"501","24.5197","105.9970"
"502","24.5587","107.1744"
"503","24.5977","103.1739"
"504","24.6367","102.5957"
"505","24.6757","101.6918"
"506","24.7147","98.4685"
"507","24.7537","99.4088"
"508","24.7927","104.4982"
"509","24.8317","98.7653"
"510","24.8707","100.7625"
"511","24.9097","101.6422"
"512","24.9487","99.7041"
"513","24.9877","100.0310"
"514","25.0267","99.2608"
"515","25.0657","101.3092"
"516","25.1047","99.1820"
"517","25.1437","100.2595"
"518","25.1827","102.3961"
"519","25.2217","102.9904"
"520","25.2607","104.9982"
"521","25.2997","105.1685"
"522","25.3387","107.7374"
"523","25.3777","106.1743"
"524","25.4167","105.5482"
"525","25.4557","105.9076"
"526","25.4947","105.3013"
"527","25.5337","107.0590"
"528","25.5727","106.1328"
"529","25.6117","106.8326"
"530","25.6507","112.5819"
"531","25.6897","113.7074"
"532","25.7287","121.0176"
"533","25.7677","133.5325"
"534","25.8067","145.7843"
"535","25.8457","159.0667"
"536","25.8847","160.6418"
"537","25.9237","148.1196"
"538","25.9627","132.7942"
"539","26.0017","120.3032"
"540","26.0407","110.0791"
"541","26.0797","107.1578"
"542","26.1187","106.2244"
"543","26.1577","103.6837"
"544","26.1967","102.3212"
"545","26.2357","101.7934"
"546","26.2747","100.8452"
"547","26.3137","101.3903"
"548","26.3527","100.8795"
"549","26.3917","99.9014"
"550","26.4307","100.0257"
"551","26.4697","100.6173"
"552","26.5087","100.0445"
"553","26.5477","98.3657"
"554","26.5867","98.1889"
"555","26.6257","99.3501"
"556","26.6647","99.8049"
"557","26.7037","100.3294"
"558","26.7427","99.2016"
"559","26.7817","97.4931"
"560","26.8207","97.4329"
"561","26.8597","97.5583"
"562","26.8987","98.7546"
"563","26.9377","98.7880"
"564","26.9767","98.8269"
"565","27.0157","99.0416"
"566","27.0547","97.3332"
"567","27.0937","97.7207"
"568","27.1327","99.4081"
"569","27.1717","98.6305"
"570","27.2107","99.4198"
"571","27.2497","98.2177"
"572","27.2887","97.3282"
"573","27.3277","98.2922"
"574","27.3667","98.3533"
"575","27.4057","98.7751"
"576","27.4447","99.7244"
"577","27.4837","97.3469"
"578","27.5227","95.8017"
"579","27.5617","94.9921"
"580","27.6007","96.1407"
"581","27.6397","95.3475"
"582","27.6787","97.3486"
"583","27.7177","96.2984"
"584","27.7567","96.9667"
"585","27.7957","98.5629"
"586","27.8347","94.7407"
"587","27.8737","96.4676"
"588","27.9127","97.8825"
"589","27.9517","96.5866"
"590","27.9907","94.4890"
"591","28.0297","98.0768"
"592","28.0687","96.1829"
"593","28.1077","97.4596"
"594","28.1467","103.0933"
"595","28.1857","103.2841"
"596","28.2247","104.0588"
"597","28.2637","103.1487"
"598","28.3027","99.5549"
"599","28.3417","100.1016"
"600","28.3807","93.7143"
"601","28.4197","96.9974"
"602","28.4587","96.4830"
"603","28.4977","96.3985"
"604","28.5367","93.3572"
"605","28.5757","94.9871"
"606","28.6147","94.6995"
"607","28.6537","96.9721"
"608","28.6927","94.8120"
"609","28.7317","94.9415"
"610","28.7707","95.5634"
"611","28.8097","94.1951"
"612","28.8487","94.0982"
"613","28.8877","97.5805"
"614","28.9267","97.8715"
"615","28.9657","95.0104"
"616","29.0047","95.6322"
"617","29.0437","92.1068"
"618","29.0827","96.8585"
"619","29.1217","97.3126"
"620","29.1607","96.9332"
"621","29.1997","95.6629"
"622","29.2387","95.9500"
"623","29.2777","98.2817"
"624","29.3167","97.5730"
"625","29.3557","99.6951"
"626","29.3947","102.8442"
"627","29.4337","108.5363"
"628","29.4727","112.2945"
"629","29.5117","114.4142"
"630","29.5507","115.6805"
"631","29.5897","114.1274"
"632","29.6287","110.3438"
"633","29.6677","108.5573"
"634","29.7067","106.1313"
"635","29.7457","110.8730"
"636","29.7847","116.0675"
"637","29.8237","124.5535"
"638","29.8627","139.9676"
"639","29.9017","156.2865"
"640","29.9407","173.3365"
"641","29.9797","175.7168"
"642","30.0187","159.7316"
"643","30.0577","141.9683"
"644","30.0967","124.4618"
"645","30.1357","110.2817"
"646","30.1747","104.7534"
"647","30.2137","100.9948"
"648","30.2527","97.9782"
"649","30.2917","96.8249"
"650","30.3307","94.5809"
"651","30.3697","95.1778"
"652","30.4087","95.4993"
"653","30.4477","94.6212"
"654","30.4867","93.9786"
"655","30.5257","96.1310"
"656","30.5647","97.0605"
"657","30.6037","95.5932"
"658","30.6427","94.6898"
"659","30.6817","93.9684"
"660","30.7207","94.4674"
"661","30.7597","93.8889"
"662","30.7987","94.7968"
"663","30.8377","95.6611"
"664","30.8767","94.2851"
"665","30.9157","92.9376"
"666","30.9547","93.2963"
"667","30.9937","93.9912"
"668","31.0327","92.2623"
"669","31.0717","93.1461"
"670","31.1107","94.7213"
"671","31.1497","92.8236"
"672","31.1887","91.9494"
"673","31.2277","90.6146"
"674","31.2667","89.6369"
"675","31.3057","92.2035"
"676","31.3447","91.3267"
"677","31.3837","89.9840"
"678","31.4227","91.8727"
"679","31.4617","90.1112"
"680","31.5007","90.0751"
"681","31.5397","91.1464"
"682","31.5787","94.9729"
"683","31.6177","92.7518"
"684","31.6567","90.5991"
"685","31.6957","90.0501"
"686","31.7347","90.0048"
"687","31.7737","91.9911"
"688","31.8127","92.2240"
"689","31.8517","92.4933"
"690","31.8907","93.6403"
"691","31.9297","94.8085"
"692","31.9687","95.9880"
"693","32.0077","95.7865"
"694","32.0467","94.4617"
"695","32.0857","94.9121"
"696","32.1247","93.2142"
"697","32.1637","93.5428"
"698","32.2027","93.9439"
"699","32.2417","91.1983"
"700","32.2807","91.5762"
"701","32.3197","88.4546"
"702","32.3587","89.4364"
"703","32.3977","94.4631"
"704","32.4367","93.0191"
"705","32.4757","89.8379"
"706","32.5147","93.6142"
"707","32.5537","88.2114"
"708","32.5927","92.4139"
"709","32.6317","92.6808"
"710","32.6707","100.9363"
"711","32.7097","100.2040"
"712","32.7487","107.2949"
"713","32.7877","111.6286"
"714","32.8267","115.2022"
"715","32.8657","113.0370"
"716","32.9047","105.0523"
"717","32.9437","100.3034"
"718","32.9827","95.0477"
"719","33.0217","93.4112"
"720","33.0607","92.8357"
"721","33.0997","89.5010"
"722","33.1387","89.7586"
"723","33.1777","91.4670"
"724","33.2167","90.6073"
"725","33.2557","91.2259"
"726","33.2947","91.0355"
"727","33.3337","90.7943"
"728","33.3727","90.8379"
"729","33.4117","91.0534"
"730","33.4507","89.1047"
"731","33.4897","88.8244"
"732","33.5287","88.2176"
"733","33.5677","90.4376"
"734","33.6067","89.8534"
"735","33.6457","89.6461"
"736","33.6847","88.7687"
"737","33.7237","86.1650"
"738","33.7627","87.2841"
"739","33.8017","89.0120"
"740","33.8407","88.0574"
"741","33.8797","87.7497"
"742","33.9187","86.9267"
"743","33.9577","87.6220"
"744","33.9967","88.0421"
"745","34.0357","88.7567"
"746","34.0747","88.7993"
"747","34.1137","88.8710"
"748","34.1527","88.6742"
"749","34.1917","87.1618"
"750","34.2307","85.7529"
"751","34.2697","85.6072"
"752","34.3087","88.1733"
"753","34.3477","89.2193"
"754","34.3867","88.9138"
"755","34.4257","89.0126"
"756","34.4647","89.7678"
"757","34.5037","90.5597"
"758","34.5427","91.8121"
"759","34.5817","95.7845"
"760","34.6207","100.1364"
"761","34.6597","106.7796"
"762","34.6987","114.7677"
"763","34.7377","117.1311"
"764","34.7767","115.7965"
"765","34.8157","111.7066"
"766","34.8547","103.7394"
"767","34.8937","96.8009"
"768","34.9327","93.6094"
"769","34.9717","93.0695"
"770","35.0107","91.5256"
"771","35.0497","89.9607"
"772","35.0887","90.1149"
"773","35.1277","91.1932"
"774","35.1667","88.2011"
"775","35.2057","88.8001"
"776","35.2447","89.2522"
"777","35.2837","90.1585"
"778","35.3227","89.9914"
"779","35.3617","90.5342"
"780","35.4007","89.8553"
"781","35.4397","90.4305"
"782","35.4787","91.3178"
"783","35.5177","93.0856"
"784","35.5567","92.9759"
"785","35.5957","88.8838"
"786","35.6347","91.0392"
"787","35.6737","92.8936"
"788","35.7127","93.9602"
"789","35.7517","98.5998"
"790","35.7907","100.9386"
"791","35.8297","101.5644"
"792","35.8687","100.3128"
"793","35.9077","100.2068"
"794","35.9467","97.1587"
"795","35.9857","93.1129"
"796","36.0247","91.6742"
"797","36.0637","88.8812"
"798","36.1027","86.7546"
"799","36.1417","82.8058"
"800","36.1807","84.2150"
"801","36.2197","84.9427"
"802","36.2587","84.9635"
"803","36.2977","86.4175"
"804","36.3367","86.7641"
"805","36.3757","84.6785"
"806","36.4147","85.6366"
"807","36.4537","84.4265"
"808","36.4927","83.9129"
"809","36.5317","85.3570"
"810","36.5707","86.3311"
"811","36.6097","86.1177"
"812","36.6487","85.2187"
"813","36.6877","84.9400"
"814","36.7267","84.5192"
"815","36.7657","85.9843"
"816","36.8047","84.9146"
"817","36.8437","84.2577"
"818","36.8827","82.9204"
"819","36.9217","84.4913"
"820","36.9607","85.2622"
"821","36.9997","84.8211"
"822","37.0387","85.3414"
"823","37.0777","82.9581"
"824","37.1167","84.9381"
"825","37.1557","84.4321"
"826","37.1947","84.1359"
"827","37.2337","86.0356"
"828","37.2727","84.3438"
"829","37.3117","84.6797"
"830","37.3507","83.0779"
"831","37.3897","83.5390"
"832","37.4287","83.2519"
"833","37.4677","84.3409"
"834","37.5067","84.1098"
"835","37.5457","85.0407"
"836","37.5847","85.3377"
"837","37.6237","83.4355"
"838","37.6627","84.9717"
"839","37.7017","87.5193"
"840","37.7407","86.7959"
"841","37.7797","86.4122"
"842","37.8187","86.0347"
"843","37.8577","87.2423"
"844","37.8967","87.9007"
"845","37.9357","84.3960"
"846","37.9747","83.2983"
"847","38.0137","82.8954"
"848","38.0527","82.9663"
"849","38.0917","84.2793"
"850","38.1307","85.1982"
"851","38.1697","85.5503"
"852","38.2087","85.5274"
"853","38.2477","83.3478"
"854","38.2867","84.2989"
"855","38.3257","86.6819"
"856","38.3647","87.0525"
"857","38.4037","87.5111"
"858","38.4427","89.3031"
"859","38.4817","90.9840"
"860","38.5207","93.8049"
"861","38.5597","99.7736"
"862","38.5987","106.9494"
"863","38.6377","111.2037"
"864","38.6767","110.6159"
"865","38.7157","108.1721"
"866","38.7547","103.6446"
"867","38.7937","99.6957"
"868","38.8327","95.1098"
"869","38.8717","89.7185"
"870","38.9107","86.9457"
"871","38.9497","88.5801"
"872","38.9887","87.5389"
"873","39.0277","85.4762"
"874","39.0667","85.8162"
"875","39.1057","87.2848"
"876","39.1447","84.2394"
"877","39.1837","83.8954"
"878","39.2227","84.4666"
"879","39.2617","84.2239"
"880","39.3007","86.9605"
"881","39.3397","86.4959"
"882","39.3787","85.5046"
"883","39.4177","86.9061"
"884","39.4567","85.3934"
"885","39.4957","86.4573"
"886","39.5347","84.7807"
"887","39.5737","86.2501"
"888","39.6127","86.2603"
"889","39.6517","87.0976"
"890","39.6907","84.7611"
"891","39.7297","84.8216"
"892","39.7687","86.6916"
"893","39.8077","85.4862"
"894","39.8467","86.4373"
"895","39.8857","84.8261"
"896","39.9247","83.8832"
"897","39.9637","85.5404"
"898","40.0027","82.2856"
"899","40.0417","85.3455"
"900","40.0807","84.8126"
"901","40.1197","87.6270"
"902","40.1587","85.1744"
"903","40.1977","85.0497"
"904","40.2367","89.0853"
"905","40.2757","91.7586"
"906","40.3147","90.6888"
"907","40.3537","93.3854"
"908","40.3927","88.8685"
"909","40.4317","89.5259"
"910","40.4707","86.6631"
"911","40.5097","91.1183"
"912","40.5487","87.0478"
"913","40.5877","87.6457"
"914","40.6267","89.7160"
"915","40.6657","88.2979"
"916","40.7047","86.7118"
"917","40.7437","86.2832"
"918","40.7827","89.9191"
"919","40.8217","85.1605"
"920","40.8607","87.4029"
"921","40.8997","84.0641"
"922","40.9387","84.7484"
"923","40.9777","83.3562"
"924","41.0167","84.4589"
"925","41.0557","85.2879"
"926","41.0947","84.6015"
"927","41.1337","84.3099"
"928","41.1727","86.6957"
"929","41.2117","86.0421"
"930","41.2507","86.5420"
"931","41.2897","88.5992"
"932","41.3287","85.8002"
"933","41.3677","88.1321"
"934","41.4067","88.8873"
"935","41.4457","88.4756"
"936","41.4847","90.7843"
"937","41.5237","95.4524"
"938","41.5627","101.5831"
"939","41.6017","107.5202"
"940","41.6407","108.1798"
"941","41.6797","108.8957"
"942","41.7187","103.6036"
"943","41.7577","97.9827"
"944","41.7967","95.9461"
"945","41.8357","91.5300"
"946","41.8747","89.5286"
"947","41.9137","89.4595"
"948","41.9527","87.7301"
"949","41.9917","86.2052"
"950","42.0307","86.6590"
"951","42.0697","87.1218"
"952","42.1087","86.2115"
"953","42.1477","86.2817"
"954","42.1867","87.1829"
"955","42.2257","87.1247"
"956","42.2647","84.7354"
"957","42.3037","84.7617"
"958","42.3427","85.1415"
"959","42.3817","85.2921"
"960","42.4207","87.6209"
"961","42.4597","88.9621"
"962","42.4987","88.6302"
"963","42.5377","85.8681"
"964","42.5767","86.2421"
"965","42.6157","87.6001"
"966","42.6547","85.9804"
"967","42.6937","87.9861"
"968","42.7327","89.5767"
"969","42.7717","90.1856"
"970","42.8107","94.6651"
"971","42.8497","98.8484"
"972","42.8887","100.3044"
"973","42.9277","101.2461"
"974","42.9667","98.3138"
"975","43.0057","96.8260"
"976","43.0447","92.9275"
"977","43.0837","90.2779"
"978","43.1227","89.1590"
"979","43.1617","86.8202"
"980","43.2007","85.4753"
"981","43.2397","87.8180"
"982","43.2787","87.6381"
"983","43.3177","85.9637"
"984","43.3567","86.4892"
"985","43.3957","86.0523"
"986","43.4347","86.6723"
"987","43.4737","88.8567"
"988","43.5127","88.4897"
"989","43.5517","88.9299"
"990","43.5907","90.9359"
"991","43.6297","90.8303"
"992","43.6687","94.8694"
"993","43.7077","98.9567"
"994","43.7467","105.8950"
"995","43.7857","113.7821"
"996","43.8247","118.4669"
