"No.","Pos. [°2θ]","Iobs [cps]"
"78","8.0227","161.9305"
"79","8.0617","172.4780"
"80","8.1007","183.2557"
"81","8.1397","197.1178"
"82","8.1787","217.3142"
"83","8.2177","247.2164"
"84","8.2567","282.0106"
"85","8.2957","315.7860"
"86","8.3347","371.2308"
"87","8.3737","441.4955"
"88","8.4127","544.5478"
"89","8.4517","656.3496"
"90","8.4907","775.2565"
"91","8.5297","792.3782"
"92","8.5687","645.6096"
"93","8.6077","425.7205"
"94","8.6467","279.1655"
"95","8.6857","204.4515"
"96","8.7247","173.2198"
"97","8.7637","153.2160"
"98","8.8027","146.0515"
"99","8.8417","141.0353"
"100","8.8807","133.9014"
"101","8.9197","135.4541"
"102","8.9587","130.7292"
"103","8.9977","127.8697"
"104","9.0367","129.5597"
"105","9.0757","128.9758"
"106","9.1147","128.4781"
"107","9.1537","127.8474"
"108","9.1927","128.9044"
"109","9.2317","127.9166"
"110","9.2707","130.5982"
"111","9.3097","130.4853"
"112","9.3487","133.1155"
"113","9.3877","136.0532"
"114","9.4267","140.1943"
"115","9.4657","148.9949"
"116","9.5047","150.7606"
"117","9.5437","162.8070"
"118","9.5827","178.4446"
"119","9.6217","195.9689"
"120","9.6607","217.6931"
"121","9.6997","244.7965"
"122","9.7387","290.2866"
"123","9.7777","339.8042"
"124","9.8167","389.0339"
"125","9.8557","395.4120"
"126","9.8947","338.1796"
"127","9.9337","248.7125"
"128","9.9727","184.0257"
"129","10.0117","153.1672"
"130","10.0507","137.7110"
"131","10.0897","130.7946"
"132","10.1287","126.5476"
"133","10.1677","124.6160"
"134","10.2067","123.1500"
"135","10.2457","121.7854"
"136","10.2847","123.6843"
"137","10.3237","120.9126"
"138","10.3627","117.3526"
"139","10.4017","116.7437"
"140","10.4407","119.9243"
"141","10.4797","120.6181"
"142","10.5187","119.0318"
"143","10.5577","118.7468"
"144","10.5967","119.5846"
"145","10.6357","117.9562"
"146","10.6747","115.9388"
"147","10.7137","117.4119"
"148","10.7527","118.2629"
"149","10.7917","118.3807"
"150","10.8307","118.2400"
"151","10.8697","117.3406"
"152","10.9087","118.1278"
"153","10.9477","117.4164"
"154","10.9867","115.3544"
"155","11.0257","115.6018"
"156","11.0647","116.2921"
"157","11.1037","114.4676"
"158","11.1427","113.7084"
"159","11.1817","116.0975"
"160","11.2207","115.7835"
"161","11.2597","113.9380"
"162","11.2987","112.6401"
"163","11.3377","112.7017"
"164","11.3767","113.8599"
"165","11.4157","113.6642"
"166","11.4547","111.9277"
"167","11.4937","111.0537"
"168","11.5327","113.2090"
"169","11.5717","114.9227"
"170","11.6107","114.2565"
"171","11.6497","115.2913"
"172","11.6887","112.6812"
"173","11.7277","112.2035"
"174","11.7667","114.3053"
"175","11.8057","112.8799"
"176","11.8447","110.8964"
"177","11.8837","112.3352"
"178","11.9227","114.3799"
"179","11.9617","113.3056"
"180","12.0007","110.1083"
"181","12.0397","110.1922"
"182","12.0787","110.6233"
"183","12.1177","112.2913"
"184","12.1567","113.4382"
"185","12.1957","109.8256"
"186","12.2347","110.7863"
"187","12.2737","106.0515"
"188","12.3127","108.6349"
"189","12.3517","110.8115"
"190","12.3907","109.4378"
"191","12.4297","110.4737"
"192","12.4687","109.9023"
"193","12.5077","107.7800"
"194","12.5467","111.1889"
"195","12.5857","106.4940"
"196","12.6247","107.0840"
"197","12.6637","106.4026"
"198","12.7027","105.5197"
"199","12.7417","108.6765"
"200","12.7807","105.1319"
"201","12.8197","106.6304"
"202","12.8587","109.3102"
"203","12.8977","106.4137"
"204","12.9367","104.9488"
"205","12.9757","106.3453"
"206","13.0147","105.5586"
"207","13.0537","106.5214"
"208","13.0927","107.0775"
"209","13.1317","104.2900"
"210","13.1707","105.0973"
"211","13.2097","103.2756"
"212","13.2487","104.8134"
"213","13.2877","105.4738"
"214","13.3267","103.5981"
"215","13.3657","104.2059"
"216","13.4047","105.8728"
"217","13.4437","102.9106"
"218","13.4827","104.0626"
"219","13.5217","104.0725"
"220","13.5607","103.5688"
"221","13.5997","104.3232"
"222","13.6387","105.9198"
"223","13.6777","107.3145"
"224","13.7167","108.7600"
"225","13.7557","107.3517"
"226","13.7947","110.6954"
"227","13.8337","113.0841"
"228","13.8727","116.8118"
"229","13.9117","121.0143"
"230","13.9507","124.8263"
"231","13.9897","121.6276"
"232","14.0287","114.9766"
"233","14.0677","107.4560"
"234","14.1067","106.2075"
"235","14.1457","106.1635"
"236","14.1847","106.2359"
"237","14.2237","104.0379"
"238","14.2627","104.9911"
"239","14.3017","103.8941"
"240","14.3407","103.8952"
"241","14.3797","101.2437"
"242","14.4187","101.6271"
"243","14.4577","103.2762"
"244","14.4967","103.4805"
"245","14.5357","104.6090"
"246","14.5747","101.1041"
"247","14.6137","101.6064"
"248","14.6527","103.0295"
"249","14.6917","101.4255"
"250","14.7307","102.1535"
"251","14.7697","101.6694"
"252","14.8087","101.5260"
"253","14.8477","101.4016"
"254","14.8867","100.2267"
"255","14.9257","98.8675"
"256","14.9647","98.6680"
"257","15.0037","99.4337"
"258","15.0427","100.4605"
"259","15.0817","100.5653"
"260","15.1207","99.2869"
"261","15.1597","99.9150"
"262","15.1987","98.4218"
"263","15.2377","98.4411"
"264","15.2767","98.0548"
"265","15.3157","99.6462"
"266","15.3547","99.2666"
"267","15.3937","97.4310"
"268","15.4327","97.8073"
"269","15.4717","97.8379"
"270","15.5107","97.4355"
"271","15.5497","97.6373"
"272","15.5887","97.1189"
"273","15.6277","97.4620"
"274","15.6667","97.9551"
"275","15.7057","98.5350"
"276","15.7447","95.1249"
"277","15.7837","94.6611"
"278","15.8227","96.3435"
"279","15.8617","96.3870"
"280","15.9007","95.6273"
"281","15.9397","95.0314"
"282","15.9787","94.6685"
"283","16.0177","97.5812"
"284","16.0567","95.5711"
"285","16.0957","97.1810"
"286","16.1347","97.0837"
"287","16.1737","95.8880"
"288","16.2127","96.2831"
"289","16.2517","98.0696"
"290","16.2907","96.9589"
"291","16.3297","98.2200"
"292","16.3687","97.9519"
"293","16.4077","100.4861"
"294","16.4467","97.0630"
"295","16.4857","95.6547"
"296","16.5247","95.8007"
"297","16.5637","94.6269"
"298","16.6027","96.2739"
"299","16.6417","95.1442"
"300","16.6807","95.2819"
"301","16.7197","93.0066"
"302","16.7587","95.9716"
"303","16.7977","93.4628"
"304","16.8367","96.0718"
"305","16.8757","91.9049"
"306","16.9147","96.0780"
"307","16.9537","92.7730"
"308","16.9927","95.6330"
"309","17.0317","95.9343"
"310","17.0707","95.6141"
"311","17.1097","94.1528"
"312","17.1487","96.3677"
"313","17.1877","96.0614"
"314","17.2267","93.7790"
"315","17.2657","94.8739"
"316","17.3047","91.9123"
"317","17.3437","92.0896"
"318","17.3827","92.5072"
"319","17.4217","95.7163"
"320","17.4607","94.5642"
"321","17.4997","93.9304"
"322","17.5387","93.8687"
"323","17.5777","93.2339"
"324","17.6167","91.1005"
"325","17.6557","92.1380"
"326","17.6947","93.5105"
"327","17.7337","92.8170"
"328","17.7727","91.3287"
"329","17.8117","92.1341"
"330","17.8507","91.0450"
"331","17.8897","92.9013"
"332","17.9287","92.3510"
"333","17.9677","94.4530"
"334","18.0067","92.2780"
"335","18.0457","90.0707"
"336","18.0847","92.0053"
"337","18.1237","92.9627"
"338","18.1627","92.9071"
"339","18.2017","92.2705"
"340","18.2407","91.5221"
"341","18.2797","93.8173"
"342","18.3187","93.1721"
"343","18.3577","89.9725"
"344","18.3967","92.0823"
"345","18.4357","93.6434"
"346","18.4747","94.0608"
"347","18.5137","94.3312"
"348","18.5527","92.8443"
"349","18.5917","92.5785"
"350","18.6307","92.2397"
"351","18.6697","91.3524"
"352","18.7087","90.7713"
"353","18.7477","92.1418"
"354","18.7867","93.7450"
"355","18.8257","93.5175"
"356","18.8647","93.0177"
"357","18.9037","91.8809"
"358","18.9427","92.5355"
"359","18.9817","93.4480"
"360","19.0207","91.9021"
"361","19.0597","90.9137"
"362","19.0987","90.9215"
"363","19.1377","91.4736"
"364","19.1767","92.7643"
"365","19.2157","92.9313"
"366","19.2547","91.8190"
"367","19.2937","93.2167"
"368","19.3327","91.7357"
"369","19.3717","90.1064"
"370","19.4107","90.7432"
"371","19.4497","92.7522"
"372","19.4887","93.4816"
"373","19.5277","93.8677"
"374","19.5667","93.6124"
"375","19.6057","95.6087"
"376","19.6447","99.2346"
"377","19.6837","101.5913"
"378","19.7227","106.7065"
"379","19.7617","113.2204"
"380","19.8007","115.1846"
"381","19.8397","111.5057"
"382","19.8787","102.6098"
"383","19.9177","99.4140"
"384","19.9567","96.1473"
"385","19.9957","93.6642"
"386","20.0347","88.5502"
"387","20.0737","89.8780"
"388","20.1127","93.9847"
"389","20.1517","92.8083"
"390","20.1907","92.5935"
"391","20.2297","92.5382"
"392","20.2687","90.9300"
"393","20.3077","91.4754"
"394","20.3467","91.6605"
"395","20.3857","90.9371"
"396","20.4247","91.8379"
"397","20.4637","90.9649"
"398","20.5027","91.5846"
"399","20.5417","92.4671"
"400","20.5807","91.4595"
"401","20.6197","90.9733"
"402","20.6587","92.5413"
"403","20.6977","91.5967"
"404","20.7367","90.6937"
"405","20.7757","90.4472"
"406","20.8147","89.5083"
"407","20.8537","91.3049"
"408","20.8927","91.2583"
"409","20.9317","93.5252"
"410","20.9707","92.1944"
"411","21.0097","89.8427"
"412","21.0487","92.0303"
"413","21.0877","92.9297"
"414","21.1267","92.0800"
"415","21.1657","90.7587"
"416","21.2047","93.2288"
"417","21.2437","93.7592"
"418","21.2827","94.7520"
"419","21.3217","96.2681"
"420","21.3607","98.4793"
"421","21.3997","103.8241"
"422","21.4387","111.9256"
"423","21.4777","123.8276"
"424","21.5167","138.4941"
"425","21.5557","160.7257"
"426","21.5947","182.6892"
"427","21.6337","175.5621"
"428","21.6727","148.5769"
"429","21.7117","125.2755"
"430","21.7507","109.0978"
"431","21.7897","100.1176"
"432","21.8287","97.5354"
"433","21.8677","95.2727"
"434","21.9067","93.0834"
"435","21.9457","92.3985"
"436","21.9847","91.6020"
"437","22.0237","91.9954"
"438","22.0627","96.7074"
"439","22.1017","99.8335"
"440","22.1407","99.5865"
"441","22.1797","99.7463"
"442","22.2187","97.0675"
"443","22.2577","94.8637"
"444","22.2967","90.3014"
"445","22.3357","89.5627"
"446","22.3747","91.9792"
"447","22.4137","92.3759"
"448","22.4527","91.1505"
"449","22.4917","91.4765"
"450","22.5307","92.0600"
"451","22.5697","93.0688"
"452","22.6087","97.6236"
"453","22.6477","97.1232"
"454","22.6867","96.1661"
"455","22.7257","98.7842"
"456","22.7647","97.8859"
"457","22.8037","95.7149"
"458","22.8427","95.3980"
"459","22.8817","96.0883"
"460","22.9207","94.9428"
"461","22.9597","92.9321"
"462","22.9987","91.6228"
"463","23.0377","91.8172"
"464","23.0767","92.1389"
"465","23.1157","91.5719"
"466","23.1547","91.8905"
"467","23.1937","92.6930"
"468","23.2327","92.4817"
"469","23.2717","92.6256"
"470","23.3107","91.7238"
"471","23.3497","91.5952"
"472","23.3887","92.8031"
"473","23.4277","91.6655"
"474","23.4667","93.2316"
"475","23.5057","94.7490"
"476","23.5447","91.4254"
"477","23.5837","89.9795"
"478","23.6227","91.8489"
"479","23.6617","91.3473"
"480","23.7007","90.9002"
"481","23.7397","91.3489"
"482","23.7787","91.4542"
"483","23.8177","90.9376"
"484","23.8567","91.5338"
"485","23.8957","94.3916"
"486","23.9347","93.1907"
"487","23.9737","94.2062"
"488","24.0127","94.6087"
"489","24.0517","94.9674"
"490","24.0907","97.2943"
"491","24.1297","99.2391"
"492","24.1687","104.5353"
"493","24.2077","115.5590"
"494","24.2467","126.1670"
"495","24.2857","136.8790"
"496","24.3247","150.3681"
"497","24.3637","141.6158"
"498","24.4027","128.0895"
"499","24.4417","111.9286"
"500","24.4807","104.1915"
"501","24.5197","99.8506"
"502","24.5587","97.4249"
"503","24.5977","96.9856"
"504","24.6367","96.1514"
"505","24.6757","96.1925"
"506","24.7147","95.9257"
"507","24.7537","97.7719"
"508","24.7927","95.5179"
"509","24.8317","95.3660"
"510","24.8707","97.9633"
"511","24.9097","93.8902"
"512","24.9487","97.1113"
"513","24.9877","95.8675"
"514","25.0267","95.6606"
"515","25.0657","96.1199"
"516","25.1047","97.8154"
"517","25.1437","97.7080"
"518","25.1827","99.0921"
"519","25.2217","97.4128"
"520","25.2607","100.7578"
"521","25.2997","102.7607"
"522","25.3387","101.6060"
"523","25.3777","101.1473"
"524","25.4167","102.9435"
"525","25.4557","101.6438"
"526","25.4947","103.0188"
"527","25.5337","103.3828"
"528","25.5727","104.7267"
"529","25.6117","109.3358"
"530","25.6507","116.5769"
"531","25.6897","127.8283"
"532","25.7287","146.1387"
"533","25.7677","173.6176"
"534","25.8067","193.1942"
"535","25.8457","195.1205"
"536","25.8847","176.1732"
"537","25.9237","145.9642"
"538","25.9627","123.2391"
"539","26.0017","110.0432"
"540","26.0407","100.3206"
"541","26.0797","99.2027"
"542","26.1187","99.2429"
"543","26.1577","97.5976"
"544","26.1967","96.4683"
"545","26.2357","94.8431"
"546","26.2747","96.4145"
"547","26.3137","97.7302"
"548","26.3527","95.0794"
"549","26.3917","95.5056"
"550","26.4307","96.3241"
"551","26.4697","95.3318"
"552","26.5087","95.0915"
"553","26.5477","93.7918"
"554","26.5867","93.2411"
"555","26.6257","93.8272"
"556","26.6647","94.8094"
"557","26.7037","96.3805"
"558","26.7427","94.8893"
"559","26.7817","93.1383"
"560","26.8207","93.4395"
"561","26.8597","93.6138"
"562","26.8987","94.7743"
"563","26.9377","94.3917"
"564","26.9767","92.7203"
"565","27.0157","92.9349"
"566","27.0547","92.7011"
"567","27.0937","92.0990"
"568","27.1327","95.0561"
"569","27.1717","93.4831"
"570","27.2107","90.6712"
"571","27.2497","92.1976"
"572","27.2887","92.8635"
"573","27.3277","91.5274"
"574","27.3667","91.6959"
"575","27.4057","91.0274"
"576","27.4447","90.2087"
"577","27.4837","90.9365"
"578","27.5227","90.8536"
"579","27.5617","89.8975"
"580","27.6007","91.1691"
"581","27.6397","89.7766"
"582","27.6787","88.7949"
"583","27.7177","88.4634"
"584","27.7567","88.5797"
"585","27.7957","89.8429"
"586","27.8347","89.1085"
"587","27.8737","91.3788"
"588","27.9127","91.1966"
"589","27.9517","90.8605"
"590","27.9907","93.5068"
"591","28.0297","93.5699"
"592","28.0687","93.5827"
"593","28.1077","98.0749"
"594","28.1467","99.8553"
"595","28.1857","100.3547"
"596","28.2247","97.9461"
"597","28.2637","91.9925"
"598","28.3027","87.5573"
"599","28.3417","85.7565"
"600","28.3807","89.1884"
"601","28.4197","87.9068"
"602","28.4587","86.9398"
"603","28.4977","87.5456"
"604","28.5367","88.5069"
"605","28.5757","89.2093"
"606","28.6147","87.5659"
"607","28.6537","88.0320"
"608","28.6927","85.9092"
"609","28.7317","89.9537"
"610","28.7707","86.3182"
"611","28.8097","89.2167"
"612","28.8487","88.6477"
"613","28.8877","89.1180"
"614","28.9267","91.2911"
"615","28.9657","89.6744"
"616","29.0047","88.2984"
"617","29.0437","87.7390"
"618","29.0827","90.0901"
"619","29.1217","93.1620"
"620","29.1607","90.7116"
"621","29.1997","93.9862"
"622","29.2387","92.4134"
"623","29.2777","94.1977"
"624","29.3167","97.3572"
"625","29.3557","100.1203"
"626","29.3947","106.3163"
"627","29.4337","115.5063"
"628","29.4727","121.3658"
"629","29.5117","123.8439"
"630","29.5507","117.7313"
"631","29.5897","110.4025"
"632","29.6287","104.6550"
"633","29.6677","102.6421"
"634","29.7067","107.8193"
"635","29.7457","118.5231"
"636","29.7847","134.7285"
"637","29.8237","158.8916"
"638","29.8627","195.6316"
"639","29.9017","223.5168"
"640","29.9407","222.1058"
"641","29.9797","195.3122"
"642","30.0187","159.1202"
"643","30.0577","127.9156"
"644","30.0967","109.8457"
"645","30.1357","100.3552"
"646","30.1747","95.8436"
"647","30.2137","94.4850"
"648","30.2527","92.6802"
"649","30.2917","91.5063"
"650","30.3307","89.8221"
"651","30.3697","90.4438"
"652","30.4087","90.7113"
"653","30.4477","87.1266"
"654","30.4867","85.3688"
"655","30.5257","87.2392"
"656","30.5647","89.1908"
"657","30.6037","89.0468"
"658","30.6427","86.8414"
"659","30.6817","86.6839"
"660","30.7207","88.9013"
"661","30.7597","87.9463"
"662","30.7987","86.6294"
"663","30.8377","87.7494"
"664","30.8767","88.2371"
"665","30.9157","87.7870"
"666","30.9547","86.6847"
"667","30.9937","85.7866"
"668","31.0327","85.3571"
"669","31.0717","85.8559"
"670","31.1107","85.5872"
"671","31.1497","86.5846"
"672","31.1887","85.9479"
"673","31.2277","85.4355"
"674","31.2667","85.8943"
"675","31.3057","84.0427"
"676","31.3447","83.7431"
"677","31.3837","84.1802"
"678","31.4227","86.2750"
"679","31.4617","88.3778"
"680","31.5007","86.7030"
"681","31.5397","86.1886"
"682","31.5787","86.4606"
"683","31.6177","84.8146"
"684","31.6567","83.2353"
"685","31.6957","85.2977"
"686","31.7347","87.0021"
"687","31.7737","85.7526"
"688","31.8127","87.6896"
"689","31.8517","87.7850"
"690","31.8907","87.4571"
"691","31.9297","88.4818"
"692","31.9687","89.1365"
"693","32.0077","90.3330"
"694","32.0467","87.4211"
"695","32.0857","85.6219"
"696","32.1247","88.2589"
"697","32.1637","86.3964"
"698","32.2027","84.8368"
"699","32.2417","87.5814"
"700","32.2807","86.0509"
"701","32.3197","86.2572"
"702","32.3587","83.5953"
"703","32.3977","87.0579"
"704","32.4367","85.7977"
"705","32.4757","87.4089"
"706","32.5147","84.1955"
"707","32.5537","87.6262"
"708","32.5927","89.2993"
"709","32.6317","93.6136"
"710","32.6707","100.4318"
"711","32.7097","110.4650"
"712","32.7487","121.6725"
"713","32.7877","119.9854"
"714","32.8267","115.7166"
"715","32.8657","106.5714"
"716","32.9047","95.2731"
"717","32.9437","88.8463"
"718","32.9827","87.0487"
"719","33.0217","86.3155"
"720","33.0607","85.4066"
"721","33.0997","85.0121"
"722","33.1387","86.8106"
"723","33.1777","86.3479"
"724","33.2167","83.5515"
"725","33.2557","84.2326"
"726","33.2947","84.6280"
"727","33.3337","80.9379"
"728","33.3727","83.9858"
"729","33.4117","81.7195"
"730","33.4507","83.1096"
"731","33.4897","82.6799"
"732","33.5287","81.5521"
"733","33.5677","82.5791"
"734","33.6067","83.7164"
"735","33.6457","82.4835"
"736","33.6847","83.2463"
"737","33.7237","81.3316"
"738","33.7627","80.6851"
"739","33.8017","83.6345"
"740","33.8407","83.4786"
"741","33.8797","81.0827"
"742","33.9187","81.3176"
"743","33.9577","79.8664"
"744","33.9967","81.3713"
"745","34.0357","81.3907"
"746","34.0747","81.1170"
"747","34.1137","80.7952"
"748","34.1527","79.7656"
"749","34.1917","79.3706"
"750","34.2307","80.5823"
"751","34.2697","81.8589"
"752","34.3087","82.7277"
"753","34.3477","84.9896"
"754","34.3867","85.5377"
"755","34.4257","85.2364"
"756","34.4647","86.9590"
"757","34.5037","91.3086"
"758","34.5427","98.4981"
"759","34.5817","107.7143"
"760","34.6207","120.1451"
"761","34.6597","131.4585"
"762","34.6987","133.5197"
"763","34.7377","125.2729"
"764","34.7767","113.9945"
"765","34.8157","102.6558"
"766","34.8547","92.6261"
"767","34.8937","88.7290"
"768","34.9327","86.4410"
"769","34.9717","86.1879"
"770","35.0107","84.1165"
"771","35.0497","82.2916"
"772","35.0887","82.4234"
"773","35.1277","83.9373"
"774","35.1667","84.9576"
"775","35.2057","84.7569"
"776","35.2447","83.5262"
"777","35.2837","84.4652"
"778","35.3227","85.7936"
"779","35.3617","88.5357"
"780","35.4007","87.5085"
"781","35.4397","86.6923"
"782","35.4787","86.4611"
"783","35.5177","87.4536"
"784","35.5567","89.8205"
"785","35.5957","86.6037"
"786","35.6347","92.0843"
"787","35.6737","96.4542"
"788","35.7127","100.6127"
"789","35.7517","106.0085"
"790","35.7907","110.8875"
"791","35.8297","106.2092"
"792","35.8687","102.0296"
"793","35.9077","94.5988"
"794","35.9467","87.7273"
"795","35.9857","85.2515"
"796","36.0247","83.8450"
"797","36.0637","81.3253"
"798","36.1027","81.2613"
"799","36.1417","83.0211"
"800","36.1807","78.8026"
"801","36.2197","78.0651"
"802","36.2587","83.3109"
"803","36.2977","80.0780"
"804","36.3367","82.0426"
"805","36.3757","79.5448"
"806","36.4147","77.4610"
"807","36.4537","79.4715"
"808","36.4927","80.4575"
"809","36.5317","79.7103"
"810","36.5707","78.0216"
"811","36.6097","78.7541"
"812","36.6487","79.0214"
"813","36.6877","79.2484"
"814","36.7267","75.7567"
"815","36.7657","79.5670"
"816","36.8047","79.7340"
"817","36.8437","76.6623"
"818","36.8827","75.7425"
"819","36.9217","78.1834"
"820","36.9607","81.2154"
"821","36.9997","80.6561"
"822","37.0387","77.9375"
"823","37.0777","79.1961"
"824","37.1167","79.2335"
"825","37.1557","76.1007"
"826","37.1947","77.9943"
"827","37.2337","79.8448"
"828","37.2727","80.2030"
"829","37.3117","82.0223"
"830","37.3507","79.9158"
"831","37.3897","81.0770"
"832","37.4287","80.8541"
"833","37.4677","78.2252"
"834","37.5067","79.6557"
"835","37.5457","82.5101"
"836","37.5847","80.0974"
"837","37.6237","80.0690"
"838","37.6627","81.5844"
"839","37.7017","80.1587"
"840","37.7407","80.4376"
"841","37.7797","80.4727"
"842","37.8187","79.8214"
"843","37.8577","78.5293"
"844","37.8967","78.1312"
"845","37.9357","79.5427"
"846","37.9747","80.1151"
"847","38.0137","80.1887"
"848","38.0527","80.1341"
"849","38.0917","78.3063"
"850","38.1307","78.3822"
"851","38.1697","81.8136"
"852","38.2087","81.5645"
"853","38.2477","80.0803"
"854","38.2867","82.0140"
"855","38.3257","81.9312"
"856","38.3647","83.1531"
"857","38.4037","86.0517"
"858","38.4427","89.0167"
"859","38.4817","97.2823"
"860","38.5207","108.4220"
"861","38.5597","118.6503"
"862","38.5987","123.2176"
"863","38.6377","120.1492"
"864","38.6767","111.7104"
"865","38.7157","102.3030"
"866","38.7547","95.2117"
"867","38.7937","87.8357"
"868","38.8327","84.5176"
"869","38.8717","82.0542"
"870","38.9107","80.0432"
"871","38.9497","79.3568"
"872","38.9887","80.8369"
"873","39.0277","81.0784"
"874","39.0667","78.0842"
"875","39.1057","78.0960"
"876","39.1447","78.8905"
"877","39.1837","79.9144"
"878","39.2227","80.4953"
"879","39.2617","80.5642"
"880","39.3007","80.8765"
"881","39.3397","81.6243"
"882","39.3787","79.6937"
"883","39.4177","81.0159"
"884","39.4567","79.1342"
"885","39.4957","82.6255"
"886","39.5347","79.1668"
"887","39.5737","80.7583"
"888","39.6127","78.5076"
"889","39.6517","77.9032"
"890","39.6907","79.7714"
"891","39.7297","77.1483"
"892","39.7687","79.2546"
"893","39.8077","78.4056"
"894","39.8467","77.8979"
"895","39.8857","76.6801"
"896","39.9247","78.4947"
"897","39.9637","78.0170"
"898","40.0027","79.0765"
"899","40.0417","79.7111"
"900","40.0807","82.0883"
"901","40.1197","81.3042"
"902","40.1587","82.8729"
"903","40.1977","84.0173"
"904","40.2367","86.9414"
"905","40.2757","89.0498"
"906","40.3147","90.7757"
"907","40.3537","85.7190"
"908","40.3927","86.1700"
"909","40.4317","84.6704"
"910","40.4707","83.3945"
"911","40.5097","82.1611"
"912","40.5487","82.2643"
"913","40.5877","81.8359"
"914","40.6267","80.4273"
"915","40.6657","81.4028"
"916","40.7047","78.8440"
"917","40.7437","80.1684"
"918","40.7827","81.3294"
"919","40.8217","79.7015"
"920","40.8607","79.8188"
"921","40.8997","76.7166"
"922","40.9387","79.0058"
"923","40.9777","79.9075"
"924","41.0167","79.2889"
"925","41.0557","79.0713"
"926","41.0947","78.3376"
"927","41.1337","78.9911"
"928","41.1727","79.0951"
"929","41.2117","80.7346"
"930","41.2507","82.0629"
"931","41.2897","80.4206"
"932","41.3287","83.0425"
"933","41.3677","86.1413"
"934","41.4067","89.2536"
"935","41.4457","94.1509"
"936","41.4847","103.7145"
"937","41.5237","112.5690"
"938","41.5627","120.0353"
"939","41.6017","117.7693"
"940","41.6407","110.1319"
"941","41.6797","104.0373"
"942","41.7187","97.1264"
"943","41.7577","88.6829"
"944","41.7967","83.6751"
"945","41.8357","81.0118"
"946","41.8747","80.5958"
"947","41.9137","82.1226"
"948","41.9527","81.7151"
"949","41.9917","79.5870"
"950","42.0307","79.6892"
"951","42.0697","77.8038"
"952","42.1087","77.5668"
"953","42.1477","79.2787"
"954","42.1867","79.0627"
"955","42.2257","77.7204"
"956","42.2647","78.4385"
"957","42.3037","79.6194"
"958","42.3427","78.5690"
"959","42.3817","77.8078"
"960","42.4207","79.2096"
"961","42.4597","79.3484"
"962","42.4987","78.5245"
"963","42.5377","79.2897"
"964","42.5767","79.1158"
"965","42.6157","79.4953"
"966","42.6547","82.6787"
"967","42.6937","87.9841"
"968","42.7327","93.8212"
"969","42.7717","100.0782"
"970","42.8107","104.9662"
"971","42.8497","105.1964"
"972","42.8887","101.6012"
"973","42.9277","96.7035"
"974","42.9667","91.2804"
"975","43.0057","87.1642"
"976","43.0447","85.4743"
"977","43.0837","82.9731"
"978","43.1227","80.9193"
"979","43.1617","78.6065"
"980","43.2007","78.3448"
"981","43.2397","77.4143"
"982","43.2787","78.4848"
"983","43.3177","80.4256"
"984","43.3567","82.4614"
"985","43.3957","80.4309"
"986","43.4347","80.5752"
"987","43.4737","81.1788"
"988","43.5127","83.6815"
"989","43.5517","85.5437"
"990","43.5907","91.6743"
"991","43.6297","97.1302"
"992","43.6687","108.5368"
"993","43.7077","123.7490"
"994","43.7467","137.8117"
"995","43.7857","134.0660"
"996","43.8247","124.5736"
